item_url,title,ingredients,cooking_time,nutrition_facts,publish_dates,timestamp,category
https://www.simplyrecipes.com/buffalo-chicken-tacos-recipe-7567648,Quick and Easy Buffalo Chicken Tacos,"['6 tablespoons (3/4 stick) unsalted butter', '1/2 cup hot sauce, such as Franks RedHot or Cholula', '1/2 teaspoon garlic powder', '1 small or 1/2 large plain rotisserie chicken (about 1 3/4 pounds), shredded (about 4 packed cups)', '3 tablespoons whole milk plain Greek yogurt or sour cream', '2 tablespoons freshly squeezed lime juice (about 1 medium lime)', '1 tablespoon olive oil', '1/2 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper', '4 packed cups (10 ounces) coleslaw mix', '12 (6-inch) flour tortillas', '2 green onions, thinly sliced', '4 ounces blue cheese, crumbled (about 1 cup)']",70 mins,{'N/A': 'N/A'},"['Updated March 03, 2025']",2025-03-22 16:19:53,Dinners
https://www.simplyrecipes.com/million-dollar-pie-recipe-7567197,Million Dollar Pie,"['12 whole graham crackers (180g)', '2 tablespoons granulated sugar', '1/2 teaspoon ground cinnamon', '1/4 teaspoon kosher salt', '8 tablespoons (113g) unsalted butter, melted', '1 cup (113g) chopped pecans', '1 cup (85g) sweetened desiccated coconut', '1 (20-ounce) can crushed pineapple', '1 (14-ounce) can sweetened condensed milk', '3 tablespoons lemon juice', '4 ounces cream cheese, softened', '3 tablespoons powdered sugar', '2 cups (480ml) heavy cream', '8 to 10 maraschino cherries, optional']",55 mins,{'N/A': 'N/A'},"['Updated February 07, 2024']",2025-03-22 16:19:55,Desserts
https://www.simplyrecipes.com/arrachera-recipe-mexican-skirt-steak-7567800,Arrachera (Mexican Skirt Steak),"['4 green onions, trimmed, white and green parts roughly chopped', '4 cloves garlic, peeled', '1/4 cup cilantro leaves', '1 serrano pepper, stem and seeds removed', '3/4 cup pineapple juice', '1/2 cup blonde Mexican lager (like Corona or Modelo)', '1/3 cup lime juice (from 3 to 4 limes)', '1 tablespoon neutral cooking oil (like vegetable or avocado)', '1 tablespoon Diamond Crystal kosher salt or 1 1/2 teaspoons fine sea salt', '2 pounds skirt steak']",30 mins,{'N/A': 'N/A'},"['Updated February 07, 2024']",2025-03-22 16:19:56,Dinners
https://www.simplyrecipes.com/halal-cart-chicken-over-rice-recipe-7566689,Chicken Over Rice,"['3 tablespoons freshly squeezed lemon juice, from about 1 lemon', '1/4 cup neutral oil, such as canola oil or grapeseed oil, plus more for cooking', '2 tablespoons freshly grated garlic', '2 teaspoons Diamond-Crystal Kosher Salt (or 1 teaspoon Morton Kosher Salt or fine sea salt)', '1 tablespoon dried oregano', '1 1/2 teaspoons coriander powder', '1/2 teaspoon allspice', '1 1/2 teaspoons cumin powder', '1 1/2 teaspoons black pepper', '2 pounds boneless, skinless chicken thighs', '1/3 cup plain Greek yogurt', '1/2 cup mayonnaise', '1 tablespoon lemon juice', '1 clove garlic, grated', '3/4 teaspoon black pepper', '1 to 3 tablespoons water', 'Salt, to taste', '1 teaspoon granulated sugar, optional', '2 tablespoons unsalted butter', '4 whole green cardamom pods', '2 shallots, diced', '1/2 teaspoon ground turmeric', '2 cups long-grain basmati rice, preferably aged', '3 cups chicken stock', '2 teaspoons Diamond-Crystal Kosher Salt (or 1 teaspoon Morton Kosher Salt or fine sea salt)', 'Diced tomato', 'Shredded lettuce', 'Hot sauce, such as harissa or Sriracha', 'Warm pita']",55 mins,{'N/A': 'N/A'},"['Updated March 02, 2025']",2025-03-22 16:19:58,Dinners
https://www.simplyrecipes.com/zucchini-butter-recipe-7567749,Easy Zucchini Butter,"['2 to 4 tablespoons extra-virgin olive oil, divided', '2 1/2 pounds (3 medium-large) zucchini', '3 cloves garlic, smashed and peeled', '3 to 6 sprigs fresh thyme', 'Salt, to taste', 'Freshly ground black pepper', 'About 1 teaspoon fresh lemon juice']",25 mins,{'N/A': 'N/A'},"['Updated November 04, 2024']",2025-03-22 16:20:00,Snacks and Appetizers
https://www.simplyrecipes.com/sad-cake-recipe-7565501,Sad Cake,"['Butter or cooking spray, for greasing the pan', '4 eggs', '2 1/4 cups packed brown sugar (light or dark)', '2 teaspoons vanilla extract', '1/2 teaspoon salt', '2 cups Bisquick or other baking mix', '1 cup sweetened shredded coconut']",75 mins,{'N/A': 'N/A'},"['Updated April 12, 2024']",2025-03-22 16:20:01,Desserts
https://www.simplyrecipes.com/jerk-seasoning-dry-jamaican-jerk-rub-7564928,Jamaican Jerk Seasoning,"['2 tablespoons (12g) ground allspice', '2 teaspoons (5g) ground cloves', '2 teaspoons (5g) ground cinnamon, or a 5-inch cinnamon stick', '2 teaspoons (5g) ground black pepper', '1 teaspoon (3g) ground ginger', '1 teaspoon (3g) ground nutmeg', '1 teaspoon (3g) paprika', '1 tablespoon (6g) dried, ground Scotch bonnet', '1 tablespoon (9g) onion powder', '1 tablespoon (9g) garlic powder', '1 tablespoon (16g) salt', '2 tablespoons (25g) cane sugar', '2 tablespoons (7g) dried thyme']",5 mins,{'N/A': 'N/A'},"['Updated February 07, 2024']",2025-03-22 16:20:03,Herbs and Spices
https://www.simplyrecipes.com/2-ingredient-ice-cream-sandwiches-recipe-7565390,2-Ingredient Ice Cream Sandwiches,"['16 Oreo sandwich cookies (plus extras as needed if any cookies break)', '1 pint premium ice cream (see recipe note), straight from the freezer']",68 mins,{'N/A': 'N/A'},"['Updated February 07, 2024']",2025-03-22 16:20:05,Desserts
https://www.simplyrecipes.com/air-fryer-zucchini-recipe-7562211,Air Fryer Zucchini Chips,"['2 medium zucchini (about 1 pound total)', '1/2 teaspoon kosher salt, plus a pinch for salting the zucchini', '1/3 cup plain fine breadcrumbs', '3 tablespoons freshly grated Parmesan, plus more for serving', '2 teaspoons cornstarch', '1 teaspoon granulated garlic or 1/2 teaspoon garlic powder, optional', '1/4 teaspoon freshly ground black pepper', '1 pinch cayenne, optional', '1 tablespoon olive oil', 'Cooking spray']",23 mins,{'N/A': 'N/A'},"['Updated October 04, 2023']",2025-03-22 16:20:06,Side Dishes
https://www.simplyrecipes.com/goetta-recipe-7506032,Goetta Recipe (Cincinnati Breakfast Classic),"['4 cups water', '2 1/2 cups pinhead or steel-cut oats (see recipe note)', '2 teaspoons (10g) salt, divided', '1 pound ground pork', '1 pound ground beef (80/20 is good)', '2 teaspoons poultry seasoning (see recipe note)', '2 teaspoons onion powder', '2 teaspoons garlic powder', '1 teaspoon freshly ground white pepper (or substitute black pepper; I like a 50/50 blend of white and black)', '1/4 teaspoon cayenne pepper', '1/4 teaspoon ground nutmeg', '4 cups low-sodium beef stock', '2 bay leaves']",35 mins,{'N/A': 'N/A'},"['Updated February 13, 2025']",2025-03-22 16:20:08,Breakfast
https://www.simplyrecipes.com/peach-pie-bars-recipe-7560931,Peach Crumb Bars,"['1 3/4 cups (230g) all-purpose flour', '3/4 cup (150g) granulated sugar', '1/2 teaspoon kosher salt', '1/4 teaspoon ground cinnamon', '1 1/2 sticks (12 tablespoons) cold unsalted butter, cubed, plus more for the pan', '2 teaspoons vanilla extract', '1 large egg', '1/4 cup sour cream', '1/2 cup (100g) granulated sugar', '1 tablespoon all-purpose flour', '2 teaspoons vanilla extract', '1/4 teaspoon ground cinnamon', '1/4 teaspoon kosher salt', '3 medium peaches (about 1 pound), pitted and sliced thinly']",70 mins,{'N/A': 'N/A'},"['Updated February 21, 2025']",2025-03-22 16:20:10,Desserts
https://www.simplyrecipes.com/easy-meatloaf-recipe-7551214,Easy Meatloaf,"['2 pounds ground chuck (80/20)', '2 large eggs', '1/2 cup dry breadcrumbs', '1 tablespoon yellow mustard', '1 tablespoon Worcestershire sauce', '1 tablespoon ketchup', '2 teaspoons onion powder', '1 teaspoon garlic powder', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '1 cup milk', '1/2 cup ketchup']",50 mins,{'N/A': 'N/A'},"['Updated January 26, 2025']",2025-03-22 16:20:11,Dinners
https://www.simplyrecipes.com/how-to-make-boba-tea-bubble-tea-7558398,How to Make Boba Tea,"['3 1/2 cups water', '1 cup dried tapioca pearls', '8 bags of black tea, like Ceylon, Assam, or English Breakfast', '4 cups boiling water', '1/2 cup milk, whole or non-dairy, plus more to taste', 'Ice', '1/2 cup brown sugar', '1/2 cup water']",2 mins,{'N/A': 'N/A'},"['Updated January 26, 2025']",2025-03-22 16:20:14,Drinks
https://www.simplyrecipes.com/mul-naengmyeon-korean-cold-noodle-soup-recipe-7255837,Mul Naengmyeon (Korean Cold Noodle Soup),"['1 pound beef brisket', '8 cups water', '4 cloves garlic, smashed', '2 large green onions, cut in thirds', '1 (1-inch) piece of ginger, peeled', '1 1/2 tablespoons soy sauce', '2 large eggs', '1/2 large (1/2 pound) Korean radish', '1 tablespoon kosher salt', '1/2 cup rice wine vinegar', '1/2 cup water', '1/2 cup sugar', '3 tablespoons gochujang (Korean chili paste)', '2 tablespoons soy sauce', '2 tablespoons toasted sesame oil', '2 tablespoons honey', '1 tablespoon rice vinegar', '1 tablespoon toasted sesame seeds', '3 cloves garlic, minced', '24 ounces Korean buckwheat noodles (such as Assi brand)', 'Pickled radish, from the dongchimi', '2 sliced Persian cucumbers', '1 Asian pear, sliced', '2 green onions, julienned', 'Hard boiled eggs', 'Sliced brisket (optional)', 'Dongchimi with brine']",2 hrs,{'N/A': 'N/A'},"['Updated November 04, 2024']",2025-03-22 16:20:16,Dinners
https://www.simplyrecipes.com/oreo-ice-cream-cake-recipe-7551043,Oreo Ice Cream Cake,"['6 whole Oreos', '1 (14-ounce) can sweetened condensed milk', '1 3/4 teaspoons vanilla extract', '1/4 teaspoon kosher salt', '2 cups (446g) cold heavy cream', '2 tablespoons milk (any kind, or heavy cream thinned with water)', '14 whole Oreos', '2/3 cup hot fudge topping', '10 whole Oreos', 'Pinch kosher salt', '2 tablespoons (28g) unsalted butter, melted', '1 tablespoon chocolate shell (optional)', '1 1/2 cups cold heavy cream', '1/3 cup (40g) powdered sugar', '1 teaspoon vanilla extract', 'Pinch kosher salt', '3 tablespoons chocolate shell (optional), or as desired', '9 to 11 whole Oreos, or as desired']",10 mins,{'N/A': 'N/A'},"['Updated March 11, 2025']",2025-03-22 16:20:20,Desserts
https://www.simplyrecipes.com/lumpia-shanghai-recipe-7552562,Lumpia Shanghai,"['30 to 40 egg roll wrappers (about 8 inches wide), thawed at room temperature', '1 pound ground pork', '1/2 pound fresh shrimp, heads and tails removed, chopped', '2 green onions, thinly sliced, white and green parts separated', '1 medium white or yellow onion, finely chopped', '1 cup finely chopped carrots', '1 large egg', '1 tablespoon all-purpose flour', '2 tablespoons soy sauce', '1 tablespoon rice wine', '1/2 teaspoon toasted sesame oil', '1/2 teaspoon salt', '1/4 teaspoon ground black pepper', '3 cups vegetable oil', '1 large egg', '1/4 cup water', 'Sweet-sour sauce (like Mae Ploy brand)', 'Steamed rice, optional']",45 mins,{'N/A': 'N/A'},"['Updated February 07, 2024']",2025-03-22 16:20:24,Snacks and Appetizers
https://www.simplyrecipes.com/old-bay-seasoning-recipe-7552674,Homemade Old Bay Seasoning,"['2 teaspoons ground bay leaf, optional (from about 20 medium dried bay leaves, see Note)', '2 tablespoons plus 1 teaspoon celery salt', '1 tablespoon sweet paprika', '1 teaspoon dry mustard powder', '1/2 teaspoon ground ginger', '1/2 teaspoon ground black pepper', '1/4 teaspoon ground nutmeg', '1/4 teaspoon ground cinnamon', '1/4 teaspoon cayenne', '1/8 teaspoon ground allspice', '1/8 teaspoon ground clove', '1/8 teaspoon cardamom, optional']",10 mins,{'N/A': 'N/A'},"['Updated December 20, 2024']",2025-03-22 16:20:27,Herbs and Spices
https://www.simplyrecipes.com/corn-dog-muffins-recipe-7550182,Corn Dog Muffins,"['1/2 cup (207g) finely ground yellow cornmeal', '1/2 cup (168g) all-purpose flour', '1 teaspoon baking powder', '1/4 teaspoon baking soda', '1/8 teaspoon salt', '2 tablespoons (78g) granulated sugar', '1/4 cup (130g) butter, melted (for more flavor, brown the butter)', '1 egg', '1/2 cup buttermilk', '5 to 6 hot dogs', 'Mustard', 'Ketchup', 'Relish']",60 mins,{'N/A': 'N/A'},"['Published June 30, 2023']",2025-03-22 16:20:28,Snacks and Appetizers
https://www.simplyrecipes.com/how-to-make-yuca-fries-7552797,Yuca Fries with Spicy Mayo,"['2 pounds fresh yuca (1 to 2 roots) or 1 1/2 pounds frozen yuca pieces', 'Kosher salt, to taste', '2 quarts neutral oil (like canola or vegetable oil), as needed for deep frying', '2 jalapeños, stemmed and roughly chopped', '1 clove garlic', '1/2 cup mayonnaise', '1 teaspoon fresh lime juice', '1 teaspoon white vinegar', 'Kosher salt and freshly ground black pepper, to taste']",45 mins,{'N/A': 'N/A'},"['Updated March 10, 2025']",2025-03-22 16:20:31,Side Dishes
https://www.simplyrecipes.com/sour-cream-and-onion-potato-salad-recipe-7552726,Sour Cream and Onion Potato Salad,"['2 pounds Yukon gold potatoes, cut into 1-inch pieces', '1 1/2 teaspoons kosher salt, divided, plus more to taste', '1 bunch green onions, trimmed, white and green parts sliced', '3/4 cup sour cream', '3 tablespoons mayonnaise', '1 tablespoon fresh lemon juice', '1 teaspoon Dijon mustard', '1 teaspoon dried minced garlic or 1/2 teaspoon granulated garlic', '1 teaspoon dried minced onion or 1/2 teaspoon onion powder', '1/2 teaspoon freshly ground black pepper', '1 bunch fresh chives, chopped, divided']",45 mins,{'N/A': 'N/A'},"['Updated February 25, 2025']",2025-03-22 16:20:32,Side Dishes
https://www.simplyrecipes.com/grilled-chicken-caprese-sandwich-recipe-7546510,Grilled Chicken Caprese Sandwich,"['2 large boneless, skinless chicken breasts (about 1 1/2 pounds total)', '2 tablespoons olive oil', '2 teaspoons Italian seasoning', '1/2 teaspoon salt', '1/4 teaspoon pepper', '4 ciabatta rolls', '1/4 cup pesto, store-bought or homemade', '1 (8-ounce) ball of mozzarella, sliced', '2 (8-ounce) beefsteak tomatoes, sliced', '20 to 24 leaf basil leaves', '2 tablespoons balsamic glaze, optional']",44 mins,{'N/A': 'N/A'},"['Published June 26, 2023']",2025-03-22 16:20:34,Dinners
https://www.simplyrecipes.com/strawberry-pop-tart-slab-pie-recipe-7507867,Strawberry Pop Tart Slab Pie,"['1 all butter shortcrust recipe, divided into 2 squares', 'All-purpose flour, for rolling out the dough', '1/2 cup good-quality strawberry jam', '1 egg, for the egg wash', '1 1/2 cups powdered sugar', '2 tablespoons milk', '1 teaspoon vanilla', 'Rainbow sprinkles, for finishing']",22 mins,{'N/A': 'N/A'},"['Updated February 16, 2025']",2025-03-22 16:20:35,Desserts
https://www.simplyrecipes.com/strawberry-shortcake-cake-recipe-7507525,Strawberry Shortcake Cake,"['2 2/3 cups (320g) all-purpose flour', '1 1/2 cups (300g) sugar', '2 tablespoons baking powder', '1 teaspoon salt', '1/2 teaspoon baking soda', '1 cup (227g) unsalted butter, room temperature', '1 1/4 cups buttermilk', '2 teaspoons vanilla extract', '3 large eggs, room temperature', '1 pound fresh strawberries', '2 tablespoons granulated sugar', '4 ounces (113g) cream cheese, softened', '1/2 cup (60g) powdered sugar', '1/2 teaspoon vanilla extract', '2 cups heavy cream', 'A few whole strawberries, to decorate']",35 mins,{'N/A': 'N/A'},"['Updated February 26, 2025']",2025-03-22 16:20:37,Desserts
https://www.simplyrecipes.com/cambodian-lemongrass-beef-skewers-recipe-7505343,Cambodian Grilled Lemongrass Beef Skewers,"['1 pound boneless ribeye or chuck steak, at least 1 inch thick', '1/2 cup kroeung', '2 1/2 teaspoons brown sugar', '4 cloves garlic, finely minced', '2 tablespoons neutral oil', '1/2 tablespoon oyster sauce', '1/2 tablespoon chicken bouillon powder', '1/2 tablespoon Shaoxing wine', '1/2 teaspoon fish sauce', '1 teaspoon ground white pepper']",60 mins,{'N/A': 'N/A'},"['Updated July 12, 2023']",2025-03-22 16:20:39,Dinners
https://www.simplyrecipes.com/pizza-lasagna-recipe-7503569,Pizza Lasagna,"['9 ounces oven-ready lasagna noodles (about 15 sheets)', '1 (48-ounce) jar marinara sauce (about 6 cups), or homemade', '1 1/2 pounds low-moisture mozzarella, shredded (about 5 cups)', '5 ounces sliced pepperoni, preferably small diameter (see recipe note)']",53 mins,{'N/A': 'N/A'},"['Updated November 06, 2024']",2025-03-22 16:20:41,Dinners
https://www.simplyrecipes.com/grilled-cedar-plank-brie-recipe-7481592,Grilled Cedar Plank Brie,"['1 (8-ounce) wheel brie cheese', '1/2 cup fresh blackberries, halved', '1 tablespoon honey', '2 teaspoons balsamic vinegar', '1/2 tablespoon chopped fresh thyme', '1/2 teaspoon kosher salt', '1/2 teaspoon black pepper', '1 loaf baguette', '3 tablespoons extra-virgin olive oil', '1 teaspoon kosher salt']",35 mins,{'N/A': 'N/A'},"['Updated December 13, 2024']",2025-03-22 16:20:43,Snacks and Appetizers
https://www.simplyrecipes.com/creamy-cavatappi-recipe-7503493,Creamy Cavatappi,"['8 ounces (1/2 pound) cavatappi pasta', '1 tablespoon unsalted butter', '2 cloves garlic, minced', '3/4 cup heavy cream', '1/2 teaspoon kosher salt, plus more for the pasta water', '1/2 teaspoon finely ground black pepper', '1/2 cup (1.3 ounces) finely grated Parmesan cheese, plus more for garnish', '1 tablespoon fresh lemon juice', '1 cup frozen peas, optional', '1/4 cup to 1/2 cup reserved pasta cooking water']",30 mins,{'N/A': 'N/A'},"['Updated February 11, 2025']",2025-03-22 16:20:44,Dinners
https://www.simplyrecipes.com/pulled-chicken-recipe-7499604,Stovetop Barbecue Pulled Chicken,"['2 pounds boneless, skinless chicken thighs, cut in half widthwise', '1/2 cup ketchup', '1/4 cup apple cider vinegar', '2 tablespoons brown sugar', '2 teaspoons smoked paprika', '1 teaspoon ground cumin', '1 teaspoon salt', '1 teaspoon black pepper']",2 hrs,{'N/A': 'N/A'},"['Updated January 30, 2025']",2025-03-22 16:20:46,Dinners
https://www.simplyrecipes.com/plantain-chips-recipe-7496217,Plantain Chips,"['2 medium (about 9 inches) green plantains (about 9 1/2 ounces each)', '2 tablespoons olive oil', '1 teaspoon kosher salt']",20 mins,{'N/A': 'N/A'},"['Updated January 23, 2024']",2025-03-22 16:20:48,Snacks and Appetizers
https://www.simplyrecipes.com/chicken-alfredo-pizza-recipe-7488468,Chicken Alfredo Pizza,"['2 pounds pizza dough (homemade or storebought), fully risen, shaped into 2 balls', '1/2 cup Alfredo sauce (homemade or storebought)', '6 ounces (180g) uncooked boneless, skinless chicken breast', '1 teaspoon salt', '1 teaspoon black pepper', '2 tablespoons olive oil, divided', '2 cups (240g) grated mozzarella cheese', '1/2 cup (25g) grated Parmesan cheese, plus more for serving', '4 tablespoons semolina flour or cornmeal', '1/2 medium red onion, thinly sliced into half-moons (optional)', 'Chopped fresh parsley, for garnish']",60 mins,{'N/A': 'N/A'},"['Updated February 25, 2025']",2025-03-22 16:20:49,Dinners
https://www.simplyrecipes.com/dongchimi-korean-radish-water-kimchi-recipe-7487393,Dongchimi (Korean Radish Water Kimchi),"['1 1/2 large Korean radishes (about 1 1/2 pounds)', '2 tablespoons kosher salt', '2 tablespoons honey', '1 Asian pear (about 12 ounces), peeled, cored, and cubed', '1 red apple (Honeycrisp, Fuji, or Envy if possible, about 6 ounces), peeled, cored, and cubed', '1/4 white onion (about 2 ounces), diced', '1 (1-inch) piece of ginger, peeled', '2 cloves garlic, peeled', '4 cups cold water, divided', '2 green onions, cut into 3-inch long slices', '1 hot pepper, such as serrano, sliced (optional)']",15 mins,{'N/A': 'N/A'},"['Published May 16, 2023']",2025-03-22 16:20:51,Canning and Preserving
https://www.simplyrecipes.com/homemade-cavatelli-recipe-7377036,Homemade Cavatelli,"['2 2/3 cups (453g) finely ground semolina or semola flour, plus more as needed and more for dusting', ""2 1/2 teaspoons (9g) Diamond Crystal kosher salt, or 1 1/4 teaspoons Morton's kosher salt"", '1 cup (237ml) warm water']",95 mins,{'N/A': 'N/A'},"['Updated March 04, 2025']",2025-03-22 16:20:54,Dinners
https://www.simplyrecipes.com/pickle-pizza-recipe-7497290,Pickle Pizza,"['1/2 cup sour cream', '1/4 cup mayonnaise', '1 teaspoon dried dill', '1 teaspoon pickle juice', '1/2 teaspoon garlic powder', '1/2 teaspoon kosher salt', '1/4 teaspoon ground black pepper', '2 (1-pound) balls pizza dough, homemade or store-bought, at room temperature', 'All-purpose flour, for dusting the countertop', 'Cornmeal, to dust the peel or baking sheet', '3/4 cup garlic-dill sauce, divided', '2 cups jarred dill pickle slices, patted dry, divided', '2 cups shredded whole-milk low-moisture mozzarella cheese, divided', '1/2 cup finely grated Parmesan cheese, divided', '1 teaspoon dried dill, divided']",60 mins,{'N/A': 'N/A'},"['Updated July 15, 2024']",2025-03-22 16:20:56,Dinners
